results/11_C1vsC3_all_genes.csv
"gene","logFC","t"
"C14orf28",0.0773029255151068,1.76075537225993
"MYL7",0.821234230737558,1.76072275217766
"CWC15",0.0386933533345291,1.76056744529496
"CLPS",0.821707420397646,1.7601103899063
"ANKRD9",0.106460487226246,1.75985666766454
"CTCF",0.0194839071857302,1.75974088749439
"SNCB",0.638663784858671,1.75936340089987
"TRMT2A",0.0448837665449124,1.75931379536074
"URGCP",0.0342920494164183,1.75927672603031
"C1orf26",0.0498805759571308,1.75927309167939
"LOC284276",0.679640293037798,1.75922044809533
"MXRA8",0.0826712952815658,1.75915734973277
"GSN",0.0276971569054947,1.75896200371742
"SLC12A2",0.0868648650119086,1.75892592737126
"APLN",0.125177667185477,1.75883400885174
"FLJ45244",0.0877555277647861,1.75872073143274
"CPD",0.0463635371700972,1.75860908779075
"ZNF226",0.0427425456412864,1.75858019691679
"ZNF532",0.0418081310515817,1.75835141995765
"ZBTB7B",0.0384455664809726,1.75830940163842
"SFRS7",0.0240191515291581,1.75768931097794
"SMN2",0.0355096045690075,1.75749524534771
"C15orf44",0.0286195870024191,1.75705058977976
"GAS6",0.0704455351821665,1.75679253789625
"POU2F3",0.156595512853722,1.75666772559236
"BSG",0.042691322736645,1.7566277444347
"ID2",0.0421347604486764,1.75661576866425
"STK24",0.0432992828971654,1.75651319680081
"PVRL4",0.0611834813363377,1.75625103171529
"UQCC",0.0467482529631242,1.7560180502115
"ACOX1",0.0395011869750386,1.75525738116676
"S100A13",0.0577729632095467,1.75496250121761
"LAMB2L",0.140806603721509,1.7548216284228
"TMEM121",0.195609357972169,1.75476494772631
"SAG",0.497627481849704,1.75465055022131
"HDAC4",0.0532950828987842,1.75440196439627
"JTB",0.0336587322040049,1.75427070599664
"FBXO4",0.0524975145910593,1.75425665577027
"ZNF772",0.110147643445066,1.75419316400928
"ZNF200",0.0315851448049145,1.75389245383393
"ZNF479",0.468114828115306,1.75370676569558
"SFPQ",0.023434856338131,1.75347224306888
"NR1D1",0.070720462423429,1.75340656850739
"RAB5B",0.0299089192001363,1.75310061332074
"MRPS21",0.0586727053922562,1.75308304336207
"TXNL4A",0.0464617074655838,1.75303793637624
"GNB2L1",0.0276700549683966,1.75246489095462
"CAMK2N1",0.130118212139019,1.75242180546269
"FKBP7",0.0621202922285118,1.75232741440485
"TBX6",0.165837727409526,1.75199543953221
"C9orf109",0.13812914685584,1.7518106982274
"NCRNA00085",0.12302544837099,1.75167354214133
"MYEF2",0.0759349781179441,1.75157735316536
"SYT10",0.782217785743384,1.75144126731019
"PAX2",0.830687219501004,1.7504884180013
"NAV3",0.191347476813946,1.75038856923816
"UGT2A1",0.61204790719888,1.74986479575031
"GCM2",0.507674126536605,1.74700049048681
"FANCL",0.0584959072840636,1.74667727446575
"ARHGEF17",0.0359104648262134,1.74657926391738
"SNRPB2",0.0412026406154071,1.74498602152369
"PABPC1",0.0318373506881624,1.74487472738486
"CLTCL1",0.123445589755053,1.74424515425161
"KDELC1",0.0713547053883135,1.74354425681142
"MSX1",0.126714740624305,1.74339257387407
"SLC27A5",0.0964636082294144,1.74335045419918
"GAPDH",0.0327067093404345,1.7432423351228
"VSNL1",0.200580527498652,1.74294299479908
"PNMT",0.594818193540068,1.74258367338929
"LUZP2",0.738115094004785,1.74253958759587
"C10orf82",0.813378328114593,1.74213765246661
"PLEKHH3",0.0623339885738314,1.74121620206833
"WDR47",0.0505389249716401,1.7409357115392
"PSPN",0.596503826741028,1.74084847421703
"ANKRD42",0.0575610321634699,1.7406630187585
"ZNF558",0.0462813442113159,1.74028349251087
"GLRB",0.212313343456638,1.74011125662387
"ZNF507",0.0362344354686037,1.73987097414807
"FKBP9L",0.0983965900117978,1.73983872262766
"TMX2",0.0435031239672945,1.73966705238583
"SLC44A1",0.0347388171955432,1.73959021544204
"NDUFV3",0.0393384322405588,1.73956953123079
"MYL6",0.0262504792546956,1.73925703792255
"ATP7B",0.106828622738525,1.73922099206947
"WDR12",0.0414811344670083,1.73893277566413
"SYT14L",0.500583911369974,1.73827934467246
"CDC42EP5",0.119988034859725,1.73823537792095
"TAS2R7",0.27687533266824,1.73777043591031
"LECT2",0.338739270668267,1.7377529655326
"USP21",0.0429155576908995,1.73746031269599
"TMED1",0.0463925888052348,1.73741951835819
"SPOPL",0.0439667333901665,1.73704176809422
"MFAP2",0.0802197444306367,1.73695625576775
"CSRP2",0.0898585966743175,1.73576299704373
"FRY",0.0789302161866026,1.73487387243723
"MBLAC2",0.0609463841476998,1.73441373090687
"C21orf119",0.0663197061896073,1.7343945550996
"SUB1",0.0276424528888901,1.73384308628622
"CNIH4",0.0355726245119774,1.73372694706425
"FYTTD1",0.0308273910187911,1.73193591860402
"MYH7B",0.421816326533334,1.73178332397945
"IMP5",0.509263694937681,1.73079464767887
"SCAMP3",0.0324132808954545,1.73056393823679
"FSD2",0.652583915860738,1.73010381353006
"NCS1",0.052455095936728,1.72993715103247
"FAM27L",0.344636443649722,1.72862480401465
"RBBP5",0.0393166647655425,1.72815919153772
"E2F3",0.0467869754413517,1.72807135459765
"FAM26D",0.386578196207173,1.7272725236772
"ACSL3",0.0430932455917805,1.72723190580139
"CSPG5",0.167977328821391,1.72718511146567
"KCTD14",0.198440565617282,1.72701172115293
"PCDHB15",0.17448297719067,1.72659683169195
"UMPS",0.0343383517780271,1.72561946923791
"HNRNPM",0.0227474664576111,1.72499456814923
"LY6G6D",0.651152583614181,1.72440349417334
"PRPF19",0.0309107015746317,1.72402027859857
"PLD6",0.0848173956271552,1.72393152079905
"PCDHB10",0.103059414273091,1.72391687559333
"ULK3",0.0358610983745393,1.7238109336157
"VWA1",0.0634281485828243,1.72373772987193
"ENPP5",0.0883275411053877,1.7237139913585
"POLR2J",0.0454911176463595,1.72285023072691
"HOXC11",0.393254094780084,1.72189960651957
"NDST1",0.0286539554705056,1.72179554179979
"TRIM48",0.428734898052238,1.72138318310095
"DPM3",0.0678518103777028,1.7212496346723
"ARF4",0.0278329375256297,1.72105305072522
"FBXL16",0.158314423487722,1.72081160594221
"BCKDK",0.0379333141316369,1.72054968281123
"ERI2",0.0500978900010569,1.72021511816744
"GJD4",0.659477307052009,1.72013864013224
"TATDN3",0.0457505082838097,1.71972208663426
"DHCR7",0.0564059651533722,1.71966544787661
"DLEU2L",0.19190861737268,1.71914981669364
"IGF2AS",0.728546768873063,1.71904198787745
"HEBP2",0.0445310035632893,1.71858443157394
"RABL3",0.0387370474286373,1.71849092631919
"SNRNP25",0.0571358383568503,1.71784255144071
"ITGB1BP1",0.0372131156748861,1.71750948248449
"GPN3",0.036874701489598,1.7171152709394
"CAPS",0.150968857903084,1.71688963323181
"PRKRA",0.0306345445639833,1.71685372379106
"TPM4",0.0294227230255224,1.71630330243413
"JAGN1",0.0426961247390141,1.7162524038748
"C1orf57",0.0425870745663843,1.71601591742034
"ZNF816A",0.0459078954652403,1.71601375546583
"TBX2",0.0892493407376538,1.71592839036579
"RPL7A",0.0364960834069175,1.71539450939544
"LRRTM3",0.579611889368231,1.71498573156917
"CEP70",0.0434411127502727,1.71486782391362
"LOC284661",0.674737283456585,1.71462376866853
"HOTAIR",0.444868795859779,1.71431973294032
"CBWD3",0.0640154053314159,1.71420417223212
"PTMA",0.029148518226771,1.7141026059833
"PCMTD1",0.0495528128191678,1.71404153178397
"CPSF7",0.0247153736407224,1.71403206884311
"TDP2",0.023592117437361,1.7132115332261
"HNRNPH3",0.0223596168953062,1.71312521874097
"GGT8P",0.649018475638038,1.71300513514726
"CSN2",0.79656281071683,1.71285819805378
"SLC2A1",0.0597327722947849,1.71272553078588
"DHPS",0.0437669381109131,1.71223861740778
"IGFBP2",0.137566412644587,1.71161466655313
"GDF9",0.134015251839574,1.71113583263275
"RSRC2",0.0231030489554112,1.71104101052147
"ARID5B",0.0348291846981823,1.71090972489519
"ZNF862",0.0505100481211702,1.71049620090384
"KIAA1210",0.588931432224776,1.71036966456733
"GALNTL5",0.504325483415461,1.71024181822953
"SRRM4",0.718865531904067,1.7097578266666
"RPS25",0.0369501813552349,1.70951491188134
"C15orf32",0.556761516821827,1.70922946628538
"STATH",0.498679440629713,1.70901407164351
"COL9A3",0.228153448139896,1.70878857049335
"KLK7",0.641094472870432,1.70820061658294
"POT1",0.0331813396293121,1.70815609825376
"FAM36A",0.0455999787030894,1.7078686861697
"GGPS1",0.0417453851397038,1.70729914125317
"TASP1",0.0366511053388345,1.70712275772631
"CYP3A5",0.299624658989362,1.70697834050928
"CBX8",0.0607016649038457,1.70637511415995
"RBP1",0.11041038444769,1.70588339564037
"TOPORS",0.0330255827899295,1.70535093410826
"ZPBP",0.44507259023158,1.70410837430054
"SLC8A2",0.49499989864488,1.70410057310355
"FBXO28",0.0316905402473164,1.70401727561873
"DNAJB2",0.0441251711198491,1.70389573338785
"FLJ37453",0.0716030851268474,1.70385165404489
"FKSG29",0.562715300448517,1.70342886427091
"ALDH1L1",0.35600230350674,1.70340944725569
"BCOR",0.0380856220325052,1.70251870998168
"USP34",0.02678333690156,1.70228993357443
"HIF3A",0.414203077103696,1.70223286844644
"CCDC23",0.0470476053879922,1.70205346495869
"MYO5C",0.0734282632535681,1.70154127861221
"C3orf37",0.0340459108566424,1.70146569245557
"MYOZ1",0.330636797103327,1.70132635542774
"FAHD2B",0.0640079437327588,1.70107636571717
"ABHD4",0.0474509871404631,1.70102029671091
"SARS2",0.0515234552573043,1.70090809950222
"RP9P",0.0477605914115475,1.70032493193308
"CYP4F2",0.729952026044046,1.70022772026203
"EGFL8",0.138709330074021,1.70005598189197
"TDRD5",0.232459330396915,1.69900697465915
"XKR3",0.69633559572738,1.69877469075397
"PNMA6A",0.25267496250368,1.69787392844877
"EDAR",0.630198079109669,1.69757813947342
"PIK3R4",0.0336223330942138,1.69675642315129
"FUNDC1",0.0447757809592071,1.69668089957762
"GET4",0.0443263922650132,1.69665034774271
"PLEKHG3",0.0411239875169809,1.69602971917999
"WRNIP1",0.0373939437018551,1.69538027392594
"AQP10",0.428113862196316,1.69535267941787
"COL9A2",0.129782392585877,1.69471821135942
"SLC35B3",0.0348838743506548,1.69443950217971
"GAB2",0.0636805057372953,1.69408761998189
"PTGES3",0.0295753563005015,1.6932751865857
"LOC389033",0.682266045980735,1.69308709352484
"HTR7P1",0.0655801083062384,1.69296241634231
"C10orf88",0.0513960566979454,1.69270591444971
"LOC388789",0.0523672038009853,1.69254589876351
"MED15",0.0246046118932854,1.69230243885499
"YTHDF3",0.0316277284804016,1.6919006547277
"CPS1",0.240314885905764,1.6918507011496
"TMED4",0.031755030284895,1.69115729424033
"RPS3A",0.0391681759683795,1.69088234862606
"C21orf81",0.585787045036291,1.69085395242553
"UGP2",0.0329715200498235,1.69041504485494
"?|155060",0.076867896954524,1.69032747668154
"KIAA1522",0.0358279938540065,1.68941754783359
"BEX1",0.595508456060595,1.68930629924849
"CCDC9",0.0495497162363572,1.68870339918527
"ZNF98",0.348882872513286,1.68869035907635
"MGP",0.0915057414194962,1.68863655599893
"OCIAD2",0.0490734960765371,1.68828160554602
"IVNS1ABP",0.0366572304321826,1.68827877077994
"AGPAT6",0.0406496879902525,1.68824792622043
"B3GNT8",0.150031457653317,1.68820121640076
"GNPAT",0.0318199943746542,1.68785566267838
"CCDC34",0.0733632867081147,1.68771100146469
"MCOLN1",0.0422937571523372,1.68765722812948
"NXPH4",0.174938539564909,1.68738014919997
"SSSCA1",0.0470040619361392,1.68709612392015
"MYST3",0.0448584718513381,1.6866284544849
"PPP2R3A",0.0589843770093079,1.68508304290118
"C16orf80",0.0305353197237093,1.68496303474963
"ACTN1",0.0382649075599986,1.6849498126154
"CTBP1",0.0284558070222678,1.68481996414203
"SFTA3",0.596923473453751,1.68448978159708
"ARTN",0.298491254752768,1.68443622251136
"APTX",0.0402794366568564,1.68394491392177
"C9orf86",0.0336745444457804,1.6838502645394
"FAM83F",0.068201803486831,1.6836052533717
"TRIM39",0.029547714639075,1.68352033917878
"MSH4",0.595400085866616,1.68349353943951
"RPL11",0.0302301794407827,1.68347805551716
"ESAM",0.0455665340287101,1.68273563587101
"SKI",0.0332051498161414,1.68227865313425
"CHML",0.0611555619039557,1.68202156040485
"IRX2",0.159773652907944,1.68159766130983
"C19orf73",0.113164414398101,1.68141902922851
"ZNF331",0.0471946823229077,1.68136387155039
"C1orf53",0.136093669603835,1.68098914802434
"UBE2M",0.0364893643673403,1.68069837105659
"ZNF397",0.0477042931157685,1.68042593005724
"INTS6",0.0352054994662803,1.67998448025347
"MEX3A",0.0854840154539378,1.67997614790182
"C17orf58",0.062575850150993,1.67955696337123
"SLC35F3",0.352458324960304,1.67885748488409
"C22orf13",0.0293616107733703,1.67871783400404
"ANXA9",0.160441574789433,1.67854468099606
"PAF1",0.0346300685264112,1.67851118892168
"POLDIP2",0.0309274982585732,1.67850914269491
"LSM1",0.0434130523900889,1.67825164017148
"MAP3K9",0.0707482568777831,1.67808296812019
"ZNF414",0.0604724804602803,1.67789758107117
"KIAA1467",0.086833563787418,1.67758096545439
"ZXDB",0.0340473374299224,1.6772596053964
"NEUROD2",0.622809800622488,1.67698776816614
"C4orf42",0.0420748615188034,1.67691744892671
"NCRNA00188",0.0434039175687877,1.67673369357203
"SMARCA4",0.0373418355918131,1.67631539944196
"KRT37",0.582617464167021,1.67624030215984
"ATP8B1",0.0529823863019665,1.67571001122251
"UGT8",0.345610639671698,1.67553756154661
"PDE9A",0.114577960582887,1.67547983397697
"FARSB",0.0331620833907182,1.67542983522182
"SNX33",0.0384730154759714,1.6753722479227
"BAI1",0.395805194771892,1.67483985803314
"ZNF473",0.0426783210251198,1.67452382978945
"ZNF28",0.0431585451325009,1.67451582301108
"EIF1B",0.034207731966001,1.67423556060936
"FBXW4",0.037460616139076,1.67384084138017
"SLC39A3",0.0496636370344596,1.67337202660178
"C6orf48",0.0504658691150315,1.67263192722917
"CCDC90A",0.0472257156572971,1.67246607884131
"WDR26",0.0293159577942275,1.67145621443645
"VEGFB",0.0374835793289563,1.67100658782933
"SNRPB",0.036993715993729,1.67044584080571
"GFAP",0.613873324018532,1.67011183419357
"TMEM44",0.0508692635144374,1.66987907044163
"MYLK",0.0828489232706087,1.66978520314782
"CCDC56",0.0464171148098904,1.6697310694891
"ODF3L2",0.58456654523019,1.66943524000366
"UQCRC1",0.0353796043904486,1.66911387129624
"C21orf82",0.245049316306231,1.66903214407635
"CLK2",0.0337799094243589,1.66902404984757
"DDX10",0.0410517958679462,1.66868992806586
"SMYD5",0.0341149965717253,1.66866814364058
"ATP2A2",0.0261892348357255,1.66829674218573
"ETV2",0.219866518318137,1.66799020674394
"ARMC2",0.0667571474318658,1.66793132646887
"C7orf30",0.0433675419369752,1.6675435152627
"TXNL1",0.0366054163472374,1.66751176690615
"ZNF136",0.0568310168660062,1.66740365787315
"TNP2",0.287469744897783,1.66734392192945
"FAT3",0.300373994278844,1.66714936697081
"SUSD4",0.112024571420494,1.66685697757748
"EDNRA",0.0780455598767862,1.66631196949096
"FAM108A1",0.0472128491593899,1.66630924432469
"MARVELD3",0.0550472453925357,1.6662690535855
"CCS",0.0561833637400451,1.66573272722921
"DENR",0.0272513298976298,1.66479442579895
"DNASE1",0.0865098879148531,1.66479278879851
"OR1J2",0.666566769628268,1.6646944394003
"MYOZ3",0.25227751667939,1.6635888465053
"PRDX6",0.0341778459425415,1.66319204273926
"IKZF5",0.0478106399478042,1.66300387622623
"OLFM3",0.875604631383535,1.66260032927202
"STARD10",0.0620332657626799,1.66206478709695
"KLK9",0.846535261656536,1.66192981824309
"RPL23AP53",0.059847279547478,1.66125027169675
"NACAD",0.184856404691024,1.659034901204
"TIMM50",0.0430690291087652,1.65901916788257
"LRRC37B2",0.0492943553440393,1.65900626229498
"FAM134C",0.0311971565361588,1.65886139328409
"ATXN7L3",0.0288835308236983,1.65831668931607
"GPD1L",0.0748999110072575,1.65821274600997
"RPS6KA6",0.529530342061384,1.65763428356874
"ABCC6",0.24786339014483,1.65735925576203
"FAM47C",0.658541207661088,1.65734409685801
"FAM131C",0.317823981078736,1.65639946540016
"RPN1",0.0265708631520205,1.65628904160633
"MAMDC2",0.342489929441418,1.65567652316951
"SLC7A10",0.468129123526536,1.65539287715881
"ZNF441",0.0738797727667526,1.65529475198636
"OSBPL8",0.0373308806642134,1.65525382117488
"PPP2R3B",0.0802536540192431,1.65442124085142
"BANF2",0.416697129098235,1.65423908829324
"?|100134869",0.205975001635542,1.65421119956823
"NAPG",0.0375917600955109,1.65344047703791
"A1BG",0.101947169540743,1.65272898480829
"GSS",0.0424059248652009,1.65238347138287
"ZSCAN16",0.0922168261522867,1.6517544000834
"CHDH",0.0737754405806959,1.65160339191026
"HIST1H3E",0.135007538842873,1.65063768724799
"SAFB",0.0234897228729158,1.65058632359084
"METTL10",0.0411268957692537,1.65041414169722
"CDC42BPG",0.0432457445097834,1.65041013785722
"CBFA2T2",0.0326452232002454,1.64966615719477
"SELT",0.029997753077418,1.64917339915328
"EML1",0.0765959227547048,1.64861629201791
"GABRG2",0.694591873834087,1.6485766823201
"RHBDD2",0.0362617220300372,1.64852990535319
"NDUFB2",0.0400032495489491,1.64801034147847
"TIPARP",0.0496007609174187,1.64784808350153
"OMP",0.518101760364444,1.64758505240039
"NCRNA00052",0.794389178029056,1.64754050123779
"CCDC114",0.203370245368331,1.6467928803475
"LOC100287227",0.182650377918344,1.64661322348905
"OSCP1",0.0755374255885215,1.64564089783212
"SLC26A11",0.0516175721310201,1.645538023904
"GUCA2A",0.434755748850469,1.64550559537756
"COIL",0.0385911318404464,1.64538073149524
"FGF9",0.53174023516069,1.64462763767775
"PEPD",0.0309567050395216,1.64443493897099
"FAM110B",0.142247846699593,1.64441133934574
"CYP1A2",0.55491662054198,1.64435601842718
"PRINS",0.32298105247857,1.6443520144788
"TECPR2",0.0426637940810082,1.64407824456926
"PER3",0.0731823747981242,1.6440109191522
"SETD3",0.0273281886048746,1.64367159052001
"SUN2",0.0396031086093203,1.64366427728668
"PRPF18",0.03834034230292,1.64332710183995
"ALKBH7",0.0541641924156604,1.64294429100254
"ABTB2",0.0977772299561224,1.64262303602759
"ST6GAL2",0.160611970474335,1.64254776339388
"RSL1D1",0.0256759069852253,1.64252681383484
"CLVS2",0.499095208215643,1.64227718078179
"TRA2B",0.0226930834971082,1.64207951045141
"ZNF141",0.0662304306521788,1.64206172353241
"PAK6",0.100394023091342,1.64114631864491
"LTBP4",0.0631387382245618,1.64107744244077
"MKRN1",0.026110974513557,1.64081168375553
"TRIM24",0.0370743787711936,1.64068038811717
"DHX57",0.0357468007876811,1.64067627435956
"USP22",0.023991060782925,1.6399597394215
"SMAP1",0.0295022301065915,1.63990971588268
"SEC62",0.0243500570446926,1.63977118893059
"DDX31",0.0371682198788594,1.63968249889896
"PEX5L",0.462605814351146,1.63921314433148
"CDC16",0.0372315562943841,1.63877697879902
"RAB11FIP5",0.0338339572780324,1.63837083451786
"ZNF837",0.133373764620893,1.63810046663718
"ADRA2C",0.241097363050684,1.63756640709946
"ACTC1",0.667693800557369,1.63699092915359
"YPEL5",0.0230378219785026,1.6368972881967
"FKBP6",0.64322761069685,1.63641562500264
"SPANXB2",0.588987443702644,1.63636143332093
"LOC147727",0.0556657980510495,1.63608496661048
"RAPGEF4",0.0987030340976132,1.6346885261128
"LCMT2",0.0387625185353109,1.63451200242588
"TIMM10",0.0538369640673215,1.63417225445751
"BCLAF1",0.0211281736787656,1.63352202680913
"RPS26",0.0492101006779713,1.63313114870053
"TRIM49L",0.485289969794696,1.63310212414569
"SLC37A4",0.0482059126731444,1.63240774511359
"NSFL1C",0.0346254828655139,1.63216394862302
"WDR24",0.0425442182517211,1.6320035529347
"C17orf65",0.0457157972249842,1.63191063442351
"AKR7A3",0.286356973230913,1.63190209476128
"MGC57346",0.0558114007436759,1.63175968938496
"PLCXD1",0.0680615910218254,1.6312831846578
"FRZB",0.181366100760767,1.63124768455834
"ALG12",0.0475405283299004,1.6310276796594
"PEX7",0.0563244756412766,1.63075412846528
"UCMA",0.527559518866165,1.63030991672084
"SPACA4",0.543070773186519,1.62990778589201
"BCAS2",0.0297916566044787,1.62980637489501
"CDK2",0.0394674264561798,1.62965546785344
"COX17",0.0459894796364546,1.62914677547494
"DIABLO",0.030643036230888,1.62908204780978
"RNF103",0.0381632314791904,1.62887021933365
"SLC27A4",0.0465822407167265,1.62861415264065
"TCEA1",0.031835259456054,1.62843832409582
"ACSM1",0.35458628147404,1.62840283015161
"FBXL19",0.0452367388849444,1.62805962682457
"NUP43",0.0376511785766782,1.62734735122214
"RDH13",0.0610455880935925,1.62733270604487
"F11R",0.031076820572097,1.62724643551478
"CCDC85B",0.0953702874421651,1.62686632462426
"ZNF799",0.0563592130967265,1.62664002246926
"HOXA10",0.151970818231568,1.62637907321911
"MGC3771",0.146878675962889,1.62631031836353
"RNF10",0.0234428535498639,1.62622560008614
"SLC35E3",0.044042982268067,1.62609484795553
"NLRP9",0.406762500500284,1.62601565070874
"C3orf21",0.0545077661840345,1.62595040460709
"ANAPC13",0.0391631934857033,1.62574446460514
"SNIP1",0.0370786795644769,1.62558255181222
"RBM25",0.018489508027014,1.62484066447326
"JUND",0.0475118742547282,1.62452220517327
"METAP2",0.0280134427758076,1.62431738408655
"CRYL1",0.0590822710308228,1.6239294028713
"FOXJ3",0.0259610232744976,1.62388355332134
"CCDC92",0.0368094121871252,1.6238104534628
"HAX1",0.0314502331490853,1.62343888743346
"TRIM17",0.248366892090358,1.62303749220379
"TNKS1BP1",0.0351280555329296,1.62299185455862
"POLR3F",0.0407300534348121,1.62295950714542
"BRP44",0.0371239148543792,1.62287789505721
"TBC1D10B",0.0293590390005116,1.62208380875723
"NKAIN4",0.679030055258376,1.62191548744099
"ANKRD13B",0.102216695142687,1.62186589934521
"GATSL3",0.0899096549603113,1.62171791581421
"KLHL26",0.0496359956489947,1.62153599188443
"MTCH2",0.0311405888880847,1.6211075149725
"ZNF335",0.0282804470841844,1.62067429509979
"AGK",0.0331427577716372,1.62043139333857
"C1orf201",0.0460226428064692,1.62020732607635
"AHSA1",0.0276079659206152,1.62010098246737
"ERCC2",0.0462303204602321,1.61943926994564
"KIAA0652",0.0228431483759497,1.61930361861242
"POU2F1",0.0588597298561497,1.61919511021328
"CPT1C",0.126669536358756,1.61914593889689
"PANX3",0.576018868163114,1.61908361545652
"CSE1L",0.0319267137891339,1.61844988279463
"FBXW9",0.0495639876078258,1.61819670528521
"PARP2",0.0390999279958786,1.61751957209917
"FAM125A",0.0455997656677569,1.61745028599958
"NRK",0.284868876330384,1.61668503999381
"APOM",0.144680134847723,1.61660582528743
"PPP2R5C",0.0257121457531895,1.61618854952864
"TMBIM6",0.0294608220051833,1.61614836917544
"MAZ",0.0359490984518436,1.61595906746456
"LOC144486",0.153581443656628,1.61521726115505
"WDR92",0.0272176751288411,1.61521365447406
"NODAL",0.261117430750587,1.61466453933106
"ZNF292",0.0461361728219032,1.61462206659619
"C7orf60",0.0395879166761368,1.61447932997961
"C1orf141",0.400724980051567,1.61436077773128
"ZNF407",0.0380679331932443,1.61423642418514
"SIRT5",0.0412039205793624,1.6142302965783
"EIF1",0.0234203405512643,1.61392440772802
"SSNA1",0.0480107570570549,1.6134740441212
"LOC339047",0.0387020820088777,1.61328093523221
"UBAC1",0.0337081986266785,1.61320540543122
"WBSCR22",0.0385754869083037,1.61312590993286
"FXR1",0.0281420766451905,1.61291131637976
"GEMIN8P4",0.0985670043372906,1.61274101969718
"BGLAP",0.103620241487205,1.61260542427872
"CTSL2",0.12399579525362,1.61229039858255
"SLC25A21",0.562731442633467,1.61202470130012
"UGT2B4",0.602706061053011,1.61190536753465
"HIST1H1A",0.550697968433839,1.61183397192007
"LAD1",0.0521668942334772,1.61149389750824
"ABCA11P",0.0718927923571817,1.61133179571557
"PLN",0.194744973797555,1.61130730051717
"WSCD1",0.198006492121418,1.61128303846628
"MAP7",0.035538560352065,1.61127613165517
"SIRT1",0.03315003225332,1.61112153787799
"TNNC1",0.598777330991643,1.61111745566882
"DNAJC28",0.0943899697002832,1.61081716817863
"CCDC110",0.120886496810272,1.61048129813989
"C1orf111",0.641495237390922,1.61018379288113
"ZNF286A",0.0550742350527358,1.61006122386881
"SNRPF",0.0441748701371729,1.6099526322912
"EXTL3",0.0442748100189778,1.60989957132149
"SYT9",0.638410948474653,1.60859681964297
"MYH8",0.496093098043762,1.60821043662772
"STARD6",0.531257841551642,1.60782481496812
"GPKOW",0.0287868045676358,1.6077758587126
"CAV2",0.08463758852215,1.60738294699073
"GFOD2",0.0360600248195908,1.60720207927507
"CLEC16A",0.0422893846460974,1.60691189670381
"COL9A1",0.880130141729275,1.60656599498361
"SYP",0.144066328634906,1.60653180487204
"SNPH",0.132684408035869,1.60651820762484
"LOC442454",0.0553069555886028,1.60647893452777
"TMEM47",0.0914051411068497,1.60616159721832
"INSIG1",0.0446494142349669,1.60601521278963
"RSAD1",0.0440838467653561,1.60582793636729
"ZNF576",0.0423501753430493,1.60570383281152
"MOBKL1A",0.0361646249180625,1.6051085561377
"FUBP3",0.02507513388358,1.60509886472016
"KRT18",0.0516374105773982,1.60507495071348
"C6orf35",0.0477806230302082,1.6047232070912
"IRX3",0.0863978378599954,1.60470675260162
"GNA11",0.0493976674446674,1.60440640592797
"SLC7A3",0.802155102633204,1.60431968323259
"ELAVL2",0.262118765293451,1.60409540906479
"FAIM",0.0393531774207609,1.60407922869837
"INTS1",0.0332743196728655,1.60359841543127
"TIGD3",0.225209434750909,1.60326162202847
"GLS2",0.185823516873127,1.60317710188673
"SOX2OT",0.493094560660007,1.60292007690296
"STK38L",0.0537151745398798,1.60270115524802
"ITGB5",0.055944624338359,1.60229335544942
"YWHAB",0.0211113120256039,1.60229286563566
"RBBP4",0.0328631007364235,1.60187895561819
"PABPC1L2A",0.449185589706806,1.60170031355409
"NECAB3",0.0706116238377605,1.60156607902789
"PLP2",0.0443400850293205,1.6013342794753
"GGT3P",0.202304799539365,1.60129244804857
"OPHN1",0.0568133005191225,1.60113227763317
"FAM66A",0.570248262868962,1.6011252397561
"TMEM33",0.0293800142131468,1.60093309024831
"PART1",0.517468612102141,1.60091311403455
"TAF5L",0.0323532299622071,1.60035781743674
"ZNF706",0.0367235575371412,1.60003785585865
"DNAJC12",0.177194816002141,1.59998447155517
"ADIPOR2",0.0349483454973365,1.59898686965716
"PRB3",0.774463661208551,1.59850899081724
"C20orf43",0.028447087188491,1.59850898390383
"C1orf107",0.0342504385627302,1.5983511437153
"COX7A1",0.141554325456643,1.59827799442712
"TARDBP",0.0158960358127977,1.59804899560179
"ATRIP",0.0442049843730024,1.59804736036687
"LOC100133920",0.291522133885437,1.5979224197081
"NCRNA00219",0.0715622025072999,1.59772163710139
"ISCA1P1",0.0455285067506814,1.59763575433403
"SMU1",0.0288230936166913,1.59741988004849
"DKFZP586I1420",0.061104892916954,1.59740133022229
"ELF2",0.0275588712960602,1.59726560098344
"FHIT",0.135997580712977,1.59701904659651
"GNAQ",0.0420022514025753,1.59691799494799
"EIF3E",0.0295871901871045,1.59670409666121
"B3GALT1",0.64956936595225,1.59669138334862
"SLC25A23",0.0607842129129761,1.5965893956691
"SLC18A2",0.501706487137696,1.59651604284167
"SNTA1",0.067803314626274,1.59638097784256
"RANBP6",0.0359845673052064,1.59637454410338
"NARS",0.0269741690343865,1.59625210898307
"PHLDA3",0.0882727429183161,1.59547685957122
"DKK3",0.0773666495053238,1.59547524305753
"DOPEY1",0.0352652872699393,1.59506729837959
"SFRS15",0.0298529388579016,1.59490406701657
"CNKSR2",0.497773542011736,1.5948698220751
"KIF16B",0.0530018841821187,1.59420101839387
"FLJ30679",0.445885430703803,1.5937087788741
"FAM173A",0.0921244541725628,1.59316713847407
"DSG1",0.55803155198323,1.59311590607625
