"patient","Kynurenine","Glycolysis","Glutamine","Adenosine","Tryptophan_metabolism","Hypoxia","EMT","Stemness","T_cell","NK_cell","Treg","Macrophage","Cytotoxicity","Exhaustion","Checkpoint","IFNG_response","IDO1","TDO2","Down_score","cluster","CD8frac","LymphFrac","resid_kyn_cd8","resid_kyn_lym"
"TCGA-E9-A1ND",-1.68747719939578,-1.13998373579209,0.651310688007731,0.359710895535361,0.0667575909131376,0.982056930483404,0.391562865368574,-0.13918268036002,0.952289547766344,1.19594916559355,1.37270818340955,1.72095712981629,1.13027665939914,1.15978822489159,1.37154908468051,1.32387285649963,6.51013026861971,6.31676625618036,0.90636122728778,"C3",0.0499794971760602,0.580598390647883,-1.78812897143278,-1.69882780962903
"TCGA-AO-A0J4",0.340039184873142,-0.231468817696918,-0.792655043307524,-0.973551393939731,0.0365377430058478,-0.146281999844208,0.328206559201254,-0.0979516649468093,0.851681632546309,0.574746293353886,0.746983192472834,-0.21822396836546,0.435968076481506,0.650417694010629,0.455206994021125,0.718523776445357,6.16332508048096,5.35784316839656,-0.858956240149078,"C3",0.0941257212117397,0.613187001290088,0.444543253401725,0.273741741154338
"TCGA-D8-A27H",1.92678140049577,1.1134045138611,2.06087175444775,-1.02184711126112,-1.52087252230507,-0.220568966670989,1.21274124206625,-0.72173010475536,-1.35994501785215,-1.19514658108772,-1.20473004353278,-0.354455210970423,-1.41696341999948,-1.04395930553444,-1.54955481938091,-1.11400362432311,5.16591371108113,5.49238551346189,-2.05890200731028,"C1",0.0296066732772068,0.643962093768482,1.73145326818193,1.80859485047297
"TCGA-AN-A0AR",1.21174347286934,1.1508075356545,-0.231320785928492,2.02317103734947,-1.62260677014873,-1.30367621770364,-2.62002278613557,-1.57393333230177,-1.22043923466994,-1.51846738347739,-1.25639320072465,-1.47963116853905,-1.4686987332051,-1.7597906320579,-1.63145254364088,-2.82621975734119,4.58137064981304,5.12151430840171,-1.5892566169234,"C1",0,0.530493267847782,0.878827538309327,1.28487384494913
"TCGA-E9-A22G",-0.365988379424488,0.958322234495461,-0.173237864394214,0.273845963457489,0.438275881410657,0.567636949535192,-0.410674355529853,0.65556065821551,-0.286916524136287,-0.377035316043898,0.0307892709656414,-1.56290764195307,-0.387872909514116,-0.795672593212959,-0.228230724258328,0.00407556668012117,6.20870785091869,5.97313924171875,0.0435662210658878,"C2",0.0146037975117211,0.498843420295991,-0.631037708869065,-0.239493998600511
"TCGA-EW-A1P4",-0.383869760845577,-1.63515829838238,-1.0824123956151,0.395884351145237,-0.708204313579673,0.982554123215765,0.365490543376208,-0.871270092169725,0.721806574202647,1.42021965903351,0.662768016658331,0.489055887799311,1.06511759982094,0.854367336536058,0.851191079274825,0.99538611987019,6.48082923798974,5.85735994123023,0.187764674223341,"C3",0.112622957917487,0.557611831032215,-0.193405539950594,-0.356463313360867
"TCGA-AO-A128",-1.01711410828568,-0.127886737782688,0.659246448848703,-0.693570954093052,1.66310073958558,-0.330621726991014,-0.364652128546445,-0.709789128176473,1.59794504246306,1.81940598853039,1.69104204184817,2.12627828088536,1.60365188105489,1.7312541577675,2.01673635224211,1.78133753148181,6.79413885098012,5.65600931635085,1.84202117588799,"C3",0.129011428653823,0.564096655514569,-0.750489568746455,-1.00064155960774
"TCGA-B6-A0RN",1.95548783347987,0.562989978987288,2.59762312057892,-0.212661776153485,-2.45565769672226,-1.78630551692148,0.120390476169829,1.13571325670912,-1.30135481069086,-2.12081411028521,-1.77356394103996,-1.57287743230896,-1.81661967201012,-1.1999675943646,-1.57367255220734,-2.10293895026375,4.66316615609602,4.96673095101487,-0.900216113886938,"C1",0.0916407630820773,0.626089694837952,2.04844383226983,1.86743548398514
"TCGA-E2-A1LL",0.929108323000521,-1.04683958105325,-0.743359618465261,2.04882141388666,-2.60254521032563,1.90002856063586,0.872333042803828,1.6072367154861,-1.61085573324909,-1.49071864588347,-0.749871662241571,-1.20140883210602,-1.33732874446982,-1.21569752716749,-0.847796030717698,-1.09823380239021,5.47452979575469,5.56539735140978,0.161439462526411,"C1",0,0.590911708422439,0.596192388440513,0.900368688096544
"TCGA-D8-A13Z",-0.179734849879828,-1.756281680784,1.43635928404892,0.166394629182044,0.504073732343186,1.19409309179996,0.599486005989771,1.8714753230576,0.125480073514527,0.0170513295843616,0.224194119562513,0.805040670556101,-0.0459962880362651,0.0918302677160102,0.241054682976226,0.0752138158995891,5.91780617237973,5.85219758633399,-0.657300094651221,"C2",0.00158253317221193,0.499460272806648,-0.505296453910782,-0.0542805284974871
