"logW","E.logW","gap","SE.sim"
3.92528442336259,4.0497004653951,0.124416042032516,0.0495527650945495
3.62342477312912,3.8612974192667,0.237872646137577,0.0553015126461248
3.4746696451228,3.70206599148538,0.227396346362573,0.0533045960395271
3.32505317990752,3.55993040508622,0.2348772251787,0.054148809935844
3.17727428023733,3.42501718650337,0.247742906266045,0.0538615904825726
3.01687237009251,3.28696507155663,0.270092701464114,0.0520085781732042
